Skeleton ID,Branch length,V1 x,V1 y,V1 z,V2 x,V2 y,V2 z,Euclidean distance,running average length,average intensity (inner 3rd),average intensity
200,0.160,36.859,0.801,0,36.859,0.962,0,0.160,0.160,255,255
201,0.160,37.019,14.583,0,37.179,14.583,0,0.160,0.160,255,255
202,0.387,37.019,40.224,0,37.179,39.904,0,0.358,0.406,255,255
203,0.160,37.179,6.731,0,37.340,6.731,0,0.160,0.160,255,255
204,1.188,37.179,34.776,0,38.301,34.615,0,1.133,1.125,255,255
206,0.547,37.660,1.603,0,37.821,1.122,0,0.507,0.489,255,255
207,1.359,38.141,9.295,0,38.622,8.654,0,0.801,0.801,255,255
207,1.132,38.141,10.096,0,38.141,9.295,0,0.801,1.183,255,255
207,0.934,39.744,8.013,0,38.942,8.333,0,0.863,0.985,255,255
207,0.907,38.622,8.654,0,38.942,8.333,0,0.453,0.622,255,255
207,0.840,38.141,9.295,0,38.622,8.654,0,0.801,0.339,255,255
207,0.774,38.622,8.654,0,38.942,8.333,0,0.453,0.321,255,255
207,0.614,37.660,8.974,0,38.141,9.295,0,0.578,0.532,255,255
209,0.160,37.821,6.250,0,37.981,6.250,0,0.160,0.160,255,255
210,2.028,37.821,7.051,0,39.263,6.090,0,1.733,1.833,255,255
211,1.614,37.821,15.545,0,39.103,15.705,0,1.292,1.416,255,255
212,0.160,37.821,35.897,0,37.821,36.058,0,0.160,0.160,255,255
213,0.227,38.141,25.641,0,38.301,25.481,0,0.227,0.227,255,255
214,0.774,38.301,4.968,0,38.622,4.327,0,0.717,0.754,255,255
215,0.321,38.301,29.808,0,38.301,30.128,0,0.321,0.321,255,255
216,0.547,38.301,32.212,0,38.462,31.731,0,0.507,0.489,255,255
218,1.868,38.462,11.378,0,39.583,11.538,0,1.133,1.672,255,255
219,0.680,38.622,17.468,0,39.103,16.987,0,0.680,0.680,255,255
220,0.707,38.622,40.705,0,39.263,40.545,0,0.661,0.674,255,255
221,0.614,38.782,28.205,0,39.103,28.686,0,0.578,0.646,255,255
224,3.388,39.423,25.641,0,40.865,23.077,0,2.942,3.139,255,255
227,0.934,39.583,31.410,0,39.744,30.769,0,0.661,0.867,255,255
227,0.934,40.224,31.410,0,39.744,30.769,0,0.801,0.635,255,255
227,0.774,39.744,30.769,0,40.064,30.128,0,0.717,0.500,255,255
227,0.614,40.545,30.449,0,40.064,30.128,0,0.578,0.566,255,255
227,0.453,39.744,29.808,0,40.064,30.128,0,0.453,0.453,255,255
228,0.962,39.583,32.692,0,39.583,33.654,0,0.962,0.962,255,255
229,0.160,39.583,35.417,0,39.744,35.417,0,0.160,0.160,255,255
230,1.481,39.583,37.019,0,40.705,36.378,0,1.292,1.353,255,255
231,0.868,39.744,19.071,0,40.064,18.429,0,0.717,0.789,255,255
233,0.160,40.064,38.782,0,40.224,38.782,0,0.160,0.160,255,255
234,0.160,40.224,14.904,0,40.385,14.904,0,0.160,0.160,255,255
235,0.160,40.385,16.667,0,40.545,16.667,0,0.160,0.160,255,255
236,2.896,40.385,28.686,0,40.705,26.282,0,2.425,2.622,255,255
237,0.160,40.385,39.583,0,40.385,39.744,0,0.160,0.160,255,255
239,0.160,40.705,15.865,0,40.705,16.026,0,0.160,0.160,255,255
240,0.160,40.705,29.647,0,40.705,29.808,0,0.160,0.160,255,255
241,0.321,40.705,33.173,0,40.705,33.494,0,0.321,0.321,255,255
242,0.321,40.865,18.750,0,40.865,19.071,0,0.321,0.321,255,255
