Skeleton ID,Branch length,V1 x,V1 y,V1 z,V2 x,V2 y,V2 z,Euclidean distance,running average length,average intensity (inner 3rd),average intensity
142,2.509,13.942,31.250,0,14.583,33.494,0,2.333,2.373,255,255
143,0.481,13.942,35.417,0,13.942,35.897,0,0.481,0.481,255,255
144,1.548,13.942,40.224,0,15.224,40.545,0,1.322,1.426,255,255
145,0.868,14.103,15.385,0,14.904,15.545,0,0.817,0.818,255,255
146,0.641,14.103,19.071,0,14.744,19.071,0,0.641,0.641,255,255
147,0.160,14.103,24.679,0,14.103,24.840,0,0.160,0.160,255,255
148,0.774,14.263,26.442,0,14.904,26.442,0,0.641,0.735,255,255
149,0.160,14.263,34.295,0,14.263,34.455,0,0.160,0.160,255,255
150,0.227,14.423,17.147,0,14.583,17.308,0,0.227,0.227,255,255
151,3.255,14.583,0.000,0,16.506,1.763,0,2.609,2.973,255,255
151,1.321,16.506,1.763,0,17.628,2.244,0,1.220,1.033,255,255
151,1.000,18.269,1.603,0,17.628,2.244,0,0.907,1.006,255,255
151,1.000,18.269,3.686,0,17.788,2.885,0,0.934,0.669,255,255
151,0.907,15.865,2.404,0,16.506,1.763,0,0.907,0.680,255,255
151,0.707,17.628,2.244,0,17.788,2.885,0,0.661,0.160,255,255
151,0.680,17.308,3.365,0,17.788,2.885,0,0.680,0.680,255,255
152,0.321,14.744,12.179,0,15.064,12.179,0,0.321,0.321,255,255
153,0.321,14.904,13.782,0,15.224,13.782,0,0.321,0.321,255,255
154,0.160,15.064,9.295,0,15.224,9.295,0,0.160,0.160,255,255
155,1.896,15.064,10.256,0,16.827,10.256,0,1.763,1.795,255,255
156,0.387,15.064,20.833,0,15.385,20.994,0,0.358,0.406,255,255
157,3.736,15.385,29.167,0,16.667,32.372,0,3.452,3.561,255,255
157,3.349,18.269,40.545,0,18.109,37.981,0,2.569,3.123,255,255
157,3.321,17.788,35.256,0,18.109,37.981,0,2.743,2.633,255,255
157,2.415,19.551,38.141,0,19.872,37.821,0,0.453,1.683,255,255
157,2.056,17.788,35.256,0,18.109,33.333,0,1.950,1.460,255,255
157,2.028,16.026,34.936,0,17.788,35.256,0,1.792,1.669,255,255
